customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
CUST00922,11,1,1131.6,5,1,2,512,Potential Loyalist
CUST00923,57,7,4149.83,3,5,5,355,Loyal Customer
CUST00924,44,4,3018.21,4,4,4,444,Champion
CUST00925,44,1,464.59,4,1,1,411,Potential Loyalist
CUST00926,1,3,1704.96,5,3,3,533,Potential Loyalist
CUST00927,343,1,617.86,1,1,1,111,Dormant
CUST00928,229,1,325.55,1,1,1,111,Dormant
CUST00929,43,1,325.51,4,1,1,411,Potential Loyalist
CUST00930,59,4,2336.4900000000002,3,4,3,343,Potential Loyalist
CUST00931,30,1,1030.44,4,1,2,412,Potential Loyalist
CUST00932,83,1,688.68,3,1,1,311,Potential Loyalist
CUST00933,205,3,2102.12,1,3,3,133,At Risk
CUST00934,44,10,6237.47,4,5,5,455,Champion
CUST00935,28,5,3594.4,4,4,4,444,Champion
CUST00936,35,2,2188.31,4,2,3,423,Potential Loyalist
CUST00937,126,5,3342.44,2,4,4,244,Loyal Customer
CUST00938,26,3,4729.23,4,3,5,435,Potential Loyalist
CUST00939,9,1,560.91,5,1,1,511,Potential Loyalist
CUST00940,236,2,1727.24,1,2,3,123,Dormant
CUST00941,183,5,3758.0600000000004,1,4,4,144,Loyal Customer
CUST00942,7,1,407.18,5,1,1,511,Potential Loyalist
CUST00943,346,5,3965.95,1,4,4,144,Loyal Customer
CUST00944,74,6,4456.65,3,5,5,355,Loyal Customer
CUST00945,4,1,1143.18,5,1,2,512,Potential Loyalist
CUST00946,173,1,542.29,1,1,1,111,Dormant
CUST00947,41,9,8603.45,4,5,5,455,Champion
CUST00948,79,1,923.64,3,1,2,312,Potential Loyalist
CUST00949,130,2,1269.04,2,2,2,222,Dormant
CUST00950,209,3,3765.9,1,3,4,134,At Risk
CUST00951,62,1,602.19,3,1,1,311,Potential Loyalist
CUST00952,42,8,4710.47,4,5,5,455,Champion
CUST00953,9,3,1925.94,5,3,3,533,Potential Loyalist
CUST00954,25,2,769.86,4,2,1,421,Potential Loyalist
CUST00955,63,2,748.92,3,2,1,321,Potential Loyalist
CUST00956,31,7,5800.25,4,5,5,455,Champion
CUST00957,37,3,1481.5,4,3,2,432,Potential Loyalist
CUST00958,160,2,1033.42,1,2,2,122,Dormant
CUST00959,63,7,3865.13,3,5,4,354,Loyal Customer
CUST00960,146,4,3772.4900000000002,2,4,4,244,Loyal Customer
CUST00961,151,6,4247.5599999999995,1,5,5,155,Loyal Customer
CUST00962,22,1,349.41,4,1,1,411,Potential Loyalist
CUST00963,103,1,641.2,2,1,1,211,Dormant
CUST00964,219,3,2167.08,1,3,3,133,At Risk
CUST00965,8,2,507.14,5,2,1,521,Potential Loyalist
CUST00966,40,1,2196.79,4,1,3,413,Potential Loyalist
CUST00967,218,2,2065.27,1,2,3,123,Dormant
CUST00968,98,6,6505.79,2,5,5,255,Loyal Customer
CUST00969,31,4,2654.59,4,4,4,444,Champion
CUST00970,188,3,1607.64,1,3,3,133,At Risk
CUST00971,62,8,5099.62,3,5,5,355,Loyal Customer
CUST00972,64,5,5941.2,3,4,5,345,Loyal Customer
CUST00973,22,7,2980.9700000000003,4,5,4,454,Champion
CUST00974,79,5,3559.55,3,4,4,344,Loyal Customer
CUST00975,50,4,2517.6099999999997,3,4,3,343,Potential Loyalist
CUST00976,5,7,5735.389999999999,5,5,5,555,Champion
CUST00977,5,2,1375.4499999999998,5,2,2,522,Potential Loyalist
CUST00978,307,1,725.16,1,1,1,111,Dormant
CUST00979,103,8,6304.8099999999995,2,5,5,255,Loyal Customer
CUST00980,81,1,492.33,3,1,1,311,Potential Loyalist
CUST00981,103,8,6263.0,2,5,5,255,Loyal Customer
CUST00982,90,4,1862.8899999999999,2,4,3,243,At Risk
CUST00983,256,2,1982.29,1,2,3,123,Dormant
CUST00984,44,2,1055.25,4,2,2,422,Potential Loyalist
CUST00985,85,1,734.6,3,1,1,311,Potential Loyalist
CUST00986,62,5,3357.17,3,4,4,344,Loyal Customer
CUST00987,7,5,5784.1,5,4,5,545,Champion
CUST00988,3,6,4188.58,5,5,5,555,Champion
CUST00989,158,5,4165.87,1,4,5,145,Loyal Customer
CUST00990,167,8,6096.85,1,5,5,155,Loyal Customer
CUST00991,41,11,11394.83,4,5,5,455,Champion
CUST00992,272,5,4442.45,1,4,5,145,Loyal Customer
CUST00993,164,7,6785.33,1,5,5,155,Loyal Customer
CUST00994,52,5,4659.69,3,4,5,345,Loyal Customer
CUST00995,159,4,2523.84,1,4,3,143,At Risk
CUST00996,8,6,3267.7200000000003,5,5,4,554,Champion
CUST00997,180,1,325.85,1,1,1,111,Dormant
CUST00998,63,4,3519.26,3,4,4,344,Loyal Customer
CUST00999,148,7,4930.56,1,5,5,155,Loyal Customer
CUST01000,52,3,2789.66,3,3,4,334,Potential Loyalist
CUST01001,313,5,4064.54,1,4,5,145,Loyal Customer
CUST01002,71,5,2761.33,3,4,4,344,Loyal Customer
CUST01003,138,1,944.62,2,1,2,212,Dormant
CUST01004,215,7,5599.9,1,5,5,155,Loyal Customer
CUST01005,144,1,1329.67,2,1,2,212,Dormant
CUST01006,4,1,404.58,5,1,1,511,Potential Loyalist
CUST01007,86,4,1916.8200000000002,2,4,3,243,At Risk
CUST01008,269,1,473.15,1,1,1,111,Dormant
CUST01009,41,1,334.39,4,1,1,411,Potential Loyalist
CUST01010,22,1,531.29,4,1,1,411,Potential Loyalist
CUST01011,365,4,1951.66,1,4,3,143,At Risk
CUST01012,30,4,2561.7,4,4,4,444,Champion
CUST01013,307,2,1302.3899999999999,1,2,2,122,Dormant
CUST01014,137,7,3972.09,2,5,4,254,Loyal Customer
CUST01015,39,3,1760.74,4,3,3,433,Potential Loyalist
CUST01016,0,2,879.1499999999999,5,2,2,522,Potential Loyalist
CUST01017,133,5,4886.54,2,4,5,245,Loyal Customer
CUST01018,4,1,403.76,5,1,1,511,Potential Loyalist
CUST01019,290,2,1151.0900000000001,1,2,2,122,Dormant
CUST01020,131,1,236.73,2,1,1,211,Dormant
CUST01021,15,2,1013.42,5,2,2,522,Potential Loyalist
CUST01022,252,2,1528.4,1,2,2,122,Dormant
CUST01023,204,1,948.21,1,1,2,112,Dormant
CUST01024,20,1,370.39,5,1,1,511,Potential Loyalist
CUST01025,29,5,6092.71,4,4,5,445,Champion
CUST01026,65,2,759.58,3,2,1,321,Potential Loyalist
CUST01027,58,4,4029.9500000000003,3,4,5,345,Loyal Customer
CUST01028,173,1,2809.6,1,1,4,114,Dormant
CUST01029,110,3,1246.4,2,3,2,232,At Risk
CUST01030,32,11,8329.47,4,5,5,455,Champion
CUST01031,174,5,3089.5600000000004,1,4,4,144,Loyal Customer
CUST01032,11,1,624.38,5,1,1,511,Potential Loyalist
CUST01033,14,10,5486.38,5,5,5,555,Champion
CUST01034,100,9,5240.5599999999995,2,5,5,255,Loyal Customer
CUST01035,5,7,3702.49,5,5,4,554,Champion
CUST01036,141,6,5297.63,2,5,5,255,Loyal Customer
CUST01037,8,1,681.83,5,1,1,511,Potential Loyalist
CUST01038,52,4,1834.46,3,4,3,343,Potential Loyalist
CUST01039,129,3,1893.67,2,3,3,233,At Risk
CUST01040,130,1,594.23,2,1,1,211,Dormant
CUST01041,164,1,149.0,1,1,1,111,Dormant
CUST01042,0,1,610.96,5,1,1,511,Potential Loyalist
CUST01043,74,1,464.25,3,1,1,311,Potential Loyalist
CUST01044,84,1,2141.49,3,1,3,313,Potential Loyalist
CUST01045,143,2,1560.91,2,2,3,223,Dormant
CUST01046,105,1,1032.89,2,1,2,212,Dormant
CUST01047,149,1,389.07,1,1,1,111,Dormant
CUST01048,128,1,616.59,2,1,1,211,Dormant
CUST01049,144,1,345.2,2,1,1,211,Dormant
CUST01050,5,2,1629.56,5,2,3,523,Potential Loyalist
CUST01051,103,2,1390.63,2,2,2,222,Dormant
CUST01052,173,1,763.75,1,1,1,111,Dormant
CUST01053,146,2,2622.57,2,2,4,224,Dormant
CUST01054,176,5,2628.9300000000003,1,4,4,144,Loyal Customer
CUST01055,206,4,4625.5599999999995,1,4,5,145,Loyal Customer
CUST01056,64,6,4860.58,3,5,5,355,Loyal Customer
CUST01057,2,1,916.36,5,1,2,512,Potential Loyalist
CUST01058,110,3,1535.77,2,3,2,232,At Risk
CUST01059,146,1,601.72,2,1,1,211,Dormant
CUST01060,52,2,1762.54,3,2,3,323,Potential Loyalist
CUST01061,2,3,1789.86,5,3,3,533,Potential Loyalist
CUST01062,294,5,2991.27,1,4,4,144,Loyal Customer
CUST01063,20,1,259.22,5,1,1,511,Potential Loyalist
CUST01064,6,2,898.3599999999999,5,2,2,522,Potential Loyalist
CUST01065,3,2,1035.32,5,2,2,522,Potential Loyalist
CUST01066,11,1,816.92,5,1,2,512,Potential Loyalist
CUST01067,25,2,1043.57,4,2,2,422,Potential Loyalist
CUST01068,130,5,3945.95,2,4,4,244,Loyal Customer
CUST01069,55,1,1446.51,3,1,2,312,Potential Loyalist
CUST01070,11,8,5227.41,5,5,5,555,Champion
CUST01071,14,1,690.61,5,1,1,511,Potential Loyalist
CUST01072,183,1,377.27,1,1,1,111,Dormant
CUST01073,80,3,4033.7000000000003,3,3,5,335,Potential Loyalist
CUST01074,114,3,1784.42,2,3,3,233,At Risk
CUST01075,26,2,1464.29,4,2,2,422,Potential Loyalist
CUST01076,83,6,2467.42,3,5,3,353,Potential Loyalist
CUST01077,68,1,1080.77,3,1,2,312,Potential Loyalist
CUST01078,156,2,777.22,1,2,2,122,Dormant
CUST01079,177,1,1832.92,1,1,3,113,Dormant
CUST01080,117,3,1250.62,2,3,2,232,At Risk
CUST01081,19,4,4027.1899999999996,5,4,5,545,Champion
CUST01082,35,1,1181.66,4,1,2,412,Potential Loyalist
CUST01083,236,2,767.05,1,2,1,121,Dormant
CUST01084,76,8,4552.1900000000005,3,5,5,355,Loyal Customer
CUST01085,358,1,1786.06,1,1,3,113,Dormant
CUST01086,71,5,3512.67,3,4,4,344,Loyal Customer
CUST01087,2,1,839.43,5,1,2,512,Potential Loyalist
CUST01088,0,1,361.44,5,1,1,511,Potential Loyalist
CUST01089,25,1,337.51,4,1,1,411,Potential Loyalist
CUST01090,144,2,1200.77,2,2,2,222,Dormant
CUST01091,87,1,505.4,2,1,1,211,Dormant
CUST01092,196,9,7556.9,1,5,5,155,Loyal Customer
CUST01093,285,3,1477.44,1,3,2,132,At Risk
CUST01094,72,6,4050.79,3,5,5,355,Loyal Customer
CUST01095,41,2,1152.1100000000001,4,2,2,422,Potential Loyalist
CUST01096,3,6,4814.21,5,5,5,555,Champion
CUST01097,233,5,2841.22,1,4,4,144,Loyal Customer
CUST01098,198,2,1964.25,1,2,3,123,Dormant
CUST01099,14,10,6243.88,5,5,5,555,Champion
CUST01100,24,1,491.36,4,1,1,411,Potential Loyalist
CUST01101,10,1,732.91,5,1,1,511,Potential Loyalist
CUST01102,79,7,4318.54,3,5,5,355,Loyal Customer
CUST01103,76,4,2384.85,3,4,3,343,Potential Loyalist
CUST01104,99,4,2069.01,2,4,3,243,At Risk
CUST01105,84,3,1353.63,3,3,2,332,Potential Loyalist
CUST01106,81,1,1006.69,3,1,2,312,Potential Loyalist
CUST01107,91,2,980.0699999999999,2,2,2,222,Dormant
CUST01108,40,4,2883.75,4,4,4,444,Champion
CUST01109,25,1,304.94,4,1,1,411,Potential Loyalist
CUST01110,260,6,3554.06,1,5,4,154,Loyal Customer
CUST01111,95,7,7703.55,2,5,5,255,Loyal Customer
CUST01112,57,4,2800.7700000000004,3,4,4,344,Loyal Customer
CUST01113,107,4,1674.12,2,4,3,243,At Risk
CUST01114,147,1,831.94,2,1,2,212,Dormant
CUST01115,17,10,6722.41,5,5,5,555,Champion
CUST01116,54,1,2054.97,3,1,3,313,Potential Loyalist
CUST01117,42,8,5543.8,4,5,5,455,Champion
CUST01118,170,5,2165.5,1,4,3,143,At Risk
CUST01119,124,1,654.67,2,1,1,211,Dormant
CUST01120,61,3,2357.69,3,3,3,333,Potential Loyalist
CUST01121,88,1,149.0,2,1,1,211,Dormant
CUST01122,6,1,1209.05,5,1,2,512,Potential Loyalist
CUST01123,182,2,958.69,1,2,2,122,Dormant
CUST01124,172,9,5960.1,1,5,5,155,Loyal Customer
CUST01125,245,5,4034.96,1,4,5,145,Loyal Customer
CUST01126,16,2,2073.54,5,2,3,523,Potential Loyalist
CUST01127,130,2,774.6899999999999,2,2,1,221,Dormant
CUST01128,182,1,1108.73,1,1,2,112,Dormant
CUST01129,157,1,675.97,1,1,1,111,Dormant
CUST01130,99,4,2506.58,2,4,3,243,At Risk
CUST01131,22,4,3713.8100000000004,4,4,4,444,Champion
CUST01132,4,6,5419.860000000001,5,5,5,555,Champion
CUST01133,36,2,779.1500000000001,4,2,2,422,Potential Loyalist
CUST01134,78,6,5861.26,3,5,5,355,Loyal Customer
CUST01135,93,3,3302.06,2,3,4,234,At Risk
CUST01136,97,7,3931.0,2,5,4,254,Loyal Customer
CUST01137,115,3,1483.05,2,3,2,232,At Risk
CUST01138,134,5,2475.44,2,4,3,243,At Risk
CUST01139,21,1,2270.63,4,1,3,413,Potential Loyalist
CUST01140,22,6,4791.77,4,5,5,455,Champion
CUST01141,115,1,691.6,2,1,1,211,Dormant
CUST01142,40,2,1015.4200000000001,4,2,2,422,Potential Loyalist
CUST01143,0,1,438.47,5,1,1,511,Potential Loyalist
CUST01144,38,3,3548.18,4,3,4,434,Potential Loyalist
CUST01145,183,3,1800.48,1,3,3,133,At Risk
CUST01146,23,6,5057.68,4,5,5,455,Champion
CUST01147,1,5,3143.68,5,4,4,544,Champion
CUST01148,128,9,6527.14,2,5,5,255,Loyal Customer
CUST01149,72,6,3722.95,3,5,4,354,Loyal Customer
CUST01150,167,5,2478.69,1,4,3,143,At Risk
CUST01151,105,4,3131.54,2,4,4,244,Loyal Customer
CUST01152,1,7,6158.0599999999995,5,5,5,555,Champion
CUST01153,33,1,714.43,4,1,1,411,Potential Loyalist
CUST01154,55,4,2889.22,3,4,4,344,Loyal Customer
CUST01155,1,4,2257.0899999999997,5,4,3,543,Potential Loyalist
CUST01156,7,4,2151.96,5,4,3,543,Potential Loyalist
CUST01157,0,5,3696.5,5,4,4,544,Champion
CUST01158,42,3,3891.19,4,3,4,434,Potential Loyalist
CUST01159,68,5,3132.18,3,4,4,344,Loyal Customer
CUST01160,166,3,1700.8000000000002,1,3,3,133,At Risk
CUST01161,154,5,4953.99,1,4,5,145,Loyal Customer
CUST01162,175,2,2483.96,1,2,3,123,Dormant
CUST01163,375,1,379.14,1,1,1,111,Dormant
CUST01164,37,1,965.68,4,1,2,412,Potential Loyalist
CUST01165,155,2,1690.75,1,2,3,123,Dormant
CUST01166,41,4,3104.76,4,4,4,444,Champion
CUST01167,23,8,5924.16,4,5,5,455,Champion
CUST01168,14,1,510.5,5,1,1,511,Potential Loyalist
CUST01169,54,1,1183.74,3,1,2,312,Potential Loyalist
CUST01170,139,2,1210.01,2,2,2,222,Dormant
CUST01171,132,1,744.73,2,1,1,211,Dormant
CUST01172,27,9,7960.78,4,5,5,455,Champion
CUST01173,78,5,3912.61,3,4,4,344,Loyal Customer
CUST01174,89,3,1722.3700000000001,2,3,3,233,At Risk
CUST01175,48,8,5633.0,3,5,5,355,Loyal Customer
CUST01176,215,1,149.0,1,1,1,111,Dormant
CUST01177,56,3,2144.58,3,3,3,333,Potential Loyalist
CUST01178,67,3,1298.14,3,3,2,332,Potential Loyalist
CUST01179,108,1,536.83,2,1,1,211,Dormant
CUST01180,23,2,2328.54,4,2,3,423,Potential Loyalist
CUST01181,137,1,296.32,2,1,1,211,Dormant
CUST01182,108,4,3106.33,2,4,4,244,Loyal Customer
CUST01183,6,3,1498.98,5,3,2,532,Potential Loyalist
CUST01184,30,4,2161.4,4,4,3,443,Potential Loyalist
CUST01185,23,6,5763.86,4,5,5,455,Champion
CUST01186,153,3,2962.35,1,3,4,134,At Risk
CUST01187,26,3,1729.96,4,3,3,433,Potential Loyalist
CUST01188,92,2,688.52,2,2,1,221,Dormant
CUST01189,161,3,3126.0299999999997,1,3,4,134,At Risk
CUST01190,27,4,2968.92,4,4,4,444,Champion
CUST01191,52,1,510.71,3,1,1,311,Potential Loyalist
CUST01192,24,4,2428.7599999999998,4,4,3,443,Potential Loyalist
CUST01193,457,1,270.13,1,1,1,111,Dormant
CUST01194,85,3,1852.1599999999999,3,3,3,333,Potential Loyalist
CUST01195,94,1,542.27,2,1,1,211,Dormant
CUST01196,111,3,3110.08,2,3,4,234,At Risk
CUST01197,77,2,406.22,3,2,1,321,Potential Loyalist
CUST01198,31,1,592.73,4,1,1,411,Potential Loyalist
CUST01199,359,3,2144.4,1,3,3,133,At Risk
CUST01200,58,1,524.27,3,1,1,311,Potential Loyalist
CUST01201,158,7,5885.4,1,5,5,155,Loyal Customer
CUST01202,132,1,650.67,2,1,1,211,Dormant
CUST01203,60,2,584.44,3,2,1,321,Potential Loyalist
CUST01204,81,7,4565.2699999999995,3,5,5,355,Loyal Customer
CUST01205,262,4,1861.62,1,4,3,143,At Risk
CUST01206,73,1,819.46,3,1,2,312,Potential Loyalist
CUST01207,110,2,638.4200000000001,2,2,1,221,Dormant
CUST01208,95,3,1407.5300000000002,2,3,2,232,At Risk
CUST01209,14,6,2839.8,5,5,4,554,Champion
CUST01210,266,1,429.55,1,1,1,111,Dormant
CUST01211,5,5,3668.5099999999998,5,4,4,544,Champion
CUST01212,20,6,5551.95,5,5,5,555,Champion
CUST01213,163,1,492.41,1,1,1,111,Dormant
CUST01214,124,4,5584.12,2,4,5,245,Loyal Customer
CUST01215,80,4,3464.2299999999996,3,4,4,344,Loyal Customer
CUST01216,107,1,1022.33,2,1,2,212,Dormant
CUST01217,163,2,1295.0,1,2,2,122,Dormant
CUST01218,0,5,3872.15,5,4,4,544,Champion
CUST01219,86,2,832.04,2,2,2,222,Dormant
CUST01220,98,1,1095.74,2,1,2,212,Dormant
CUST01221,13,1,405.2,5,1,1,511,Potential Loyalist
CUST01222,18,1,1199.39,5,1,2,512,Potential Loyalist
CUST01223,118,6,3738.91,2,5,4,254,Loyal Customer
CUST01224,33,1,1005.1,4,1,2,412,Potential Loyalist
CUST01225,97,1,620.28,2,1,1,211,Dormant
CUST01226,37,4,2967.87,4,4,4,444,Champion
CUST01227,43,5,2824.19,4,4,4,444,Champion
CUST01228,212,4,2998.23,1,4,4,144,Loyal Customer
CUST01229,147,4,1965.74,2,4,3,243,At Risk
CUST01230,112,2,1398.63,2,2,2,222,Dormant
CUST01231,226,1,872.98,1,1,2,112,Dormant
CUST01232,183,2,906.6800000000001,1,2,2,122,Dormant
CUST01233,64,7,6627.36,3,5,5,355,Loyal Customer
CUST01234,115,3,2999.91,2,3,4,234,At Risk
CUST01235,161,5,3111.29,1,4,4,144,Loyal Customer
CUST01236,6,10,5515.45,5,5,5,555,Champion
CUST01237,103,3,1474.19,2,3,2,232,At Risk
CUST01238,68,6,4787.57,3,5,5,355,Loyal Customer
CUST01239,193,1,592.44,1,1,1,111,Dormant
CUST01240,19,1,434.11,5,1,1,511,Potential Loyalist
CUST01241,38,1,185.08,4,1,1,411,Potential Loyalist
CUST01242,29,9,10650.67,4,5,5,455,Champion
CUST01243,74,3,1470.48,3,3,2,332,Potential Loyalist
CUST01244,34,5,3977.53,4,4,4,444,Champion
CUST01245,255,2,1283.42,1,2,2,122,Dormant
CUST01246,262,3,2938.8999999999996,1,3,4,134,At Risk
CUST01247,3,1,1439.66,5,1,2,512,Potential Loyalist
CUST01248,103,1,1386.38,2,1,2,212,Dormant
CUST01249,57,4,2733.47,3,4,4,344,Loyal Customer
CUST01250,175,1,612.27,1,1,1,111,Dormant
CUST01251,52,11,6352.58,3,5,5,355,Loyal Customer
CUST01252,38,4,2575.58,4,4,4,444,Champion
CUST01253,99,2,2035.62,2,2,3,223,Dormant
CUST01254,76,2,2465.71,3,2,3,323,Potential Loyalist
CUST01255,78,1,2060.75,3,1,3,313,Potential Loyalist
CUST01256,286,1,564.83,1,1,1,111,Dormant
CUST01257,27,5,3430.98,4,4,4,444,Champion
CUST01258,250,7,4454.38,1,5,5,155,Loyal Customer
CUST01259,94,6,4645.31,2,5,5,255,Loyal Customer
CUST01260,9,1,913.67,5,1,2,512,Potential Loyalist
CUST01261,18,1,345.05,5,1,1,511,Potential Loyalist
CUST01262,25,1,195.09,4,1,1,411,Potential Loyalist
CUST01263,32,9,6440.45,4,5,5,455,Champion
CUST01264,51,2,2890.16,3,2,4,324,Potential Loyalist
CUST01265,15,2,1398.17,5,2,2,522,Potential Loyalist
CUST01266,51,6,4779.33,3,5,5,355,Loyal Customer
CUST01267,58,8,5703.88,3,5,5,355,Loyal Customer
CUST01268,19,7,6083.44,5,5,5,555,Champion
CUST01269,57,1,534.09,3,1,1,311,Potential Loyalist
CUST01270,57,1,309.87,3,1,1,311,Potential Loyalist
CUST01271,12,1,529.98,5,1,1,511,Potential Loyalist
CUST01272,44,1,1860.0,4,1,3,413,Potential Loyalist
CUST01273,149,2,1602.01,1,2,3,123,Dormant
CUST01274,25,7,5246.08,4,5,5,455,Champion
CUST01275,34,3,2647.93,4,3,4,434,Potential Loyalist
CUST01276,120,4,2151.47,2,4,3,243,At Risk
CUST01277,99,5,3500.13,2,4,4,244,Loyal Customer
CUST01278,65,4,2385.52,3,4,3,343,Potential Loyalist
CUST01279,101,1,1494.42,2,1,2,212,Dormant
CUST01280,35,8,8071.46,4,5,5,455,Champion
CUST01281,215,3,1971.02,1,3,3,133,At Risk
CUST01282,78,1,499.65,3,1,1,311,Potential Loyalist
CUST01283,40,10,6697.49,4,5,5,455,Champion
CUST01284,192,5,4033.89,1,4,5,145,Loyal Customer
CUST01285,124,8,6478.76,2,5,5,255,Loyal Customer
CUST01286,226,3,2241.96,1,3,3,133,At Risk
CUST01287,89,3,1584.08,2,3,3,233,At Risk
CUST01288,132,1,486.14,2,1,1,211,Dormant
CUST01289,3,1,742.76,5,1,1,511,Potential Loyalist
CUST01290,53,2,1164.42,3,2,2,322,Potential Loyalist
CUST01291,193,4,2476.76,1,4,3,143,At Risk
CUST01292,41,2,2412.52,4,2,3,423,Potential Loyalist
CUST01293,15,7,5039.13,5,5,5,555,Champion
CUST01294,3,1,750.26,5,1,1,511,Potential Loyalist
CUST01295,121,4,12408.61,2,4,5,245,Loyal Customer
CUST01296,16,2,1024.56,5,2,2,522,Potential Loyalist
CUST01297,2,4,1798.5700000000002,5,4,3,543,Potential Loyalist
CUST01298,329,4,1161.46,1,4,2,142,At Risk
CUST01299,171,3,2011.06,1,3,3,133,At Risk
CUST01300,46,7,4203.76,4,5,5,455,Champion
CUST01301,85,4,1662.8999999999999,3,4,3,343,Potential Loyalist
CUST01302,1,8,6399.610000000001,5,5,5,555,Champion
CUST01303,20,2,1442.63,5,2,2,522,Potential Loyalist
CUST01304,27,5,2476.58,4,4,3,443,Potential Loyalist
CUST01305,50,1,311.4,3,1,1,311,Potential Loyalist
CUST01306,54,6,7388.34,3,5,5,355,Loyal Customer
CUST01307,234,2,1179.22,1,2,2,122,Dormant
CUST01308,119,3,2085.04,2,3,3,233,At Risk
CUST01309,73,6,3102.24,3,5,4,354,Loyal Customer
CUST01310,139,5,4044.83,2,4,5,245,Loyal Customer
CUST01311,43,5,3799.01,4,4,4,444,Champion
CUST01312,14,5,4551.03,5,4,5,545,Champion
CUST01313,4,6,7482.84,5,5,5,555,Champion
CUST01314,1,5,4109.4400000000005,5,4,5,545,Champion
CUST01315,222,1,473.31,1,1,1,111,Dormant
CUST01316,120,1,407.44,2,1,1,211,Dormant
CUST01317,256,4,3389.0,1,4,4,144,Loyal Customer
CUST01318,130,2,911.45,2,2,2,222,Dormant
CUST01319,111,1,336.29,2,1,1,211,Dormant
CUST01320,150,3,1828.6799999999998,1,3,3,133,At Risk
CUST01321,99,6,2320.32,2,5,3,253,At Risk
CUST01322,96,4,3476.6,2,4,4,244,Loyal Customer
CUST01323,276,3,1273.29,1,3,2,132,At Risk
CUST01324,227,1,967.23,1,1,2,112,Dormant
CUST01325,186,5,5492.81,1,4,5,145,Loyal Customer
CUST01326,131,3,4393.63,2,3,5,235,At Risk
CUST01327,83,5,6114.08,3,4,5,345,Loyal Customer
CUST01328,54,2,2001.3,3,2,3,323,Potential Loyalist
CUST01329,61,3,1252.03,3,3,2,332,Potential Loyalist
CUST01330,3,5,5048.89,5,4,5,545,Champion
CUST01331,14,6,5693.12,5,5,5,555,Champion
CUST01332,17,4,3364.3,5,4,4,544,Champion
CUST01333,47,1,420.65,3,1,1,311,Potential Loyalist
CUST01334,160,4,2962.17,1,4,4,144,Loyal Customer
CUST01335,75,5,4082.9100000000003,3,4,5,345,Loyal Customer
CUST01336,1,2,910.6700000000001,5,2,2,522,Potential Loyalist
CUST01337,49,1,793.95,3,1,2,312,Potential Loyalist
CUST01338,7,1,232.88,5,1,1,511,Potential Loyalist
CUST01339,162,1,450.33,1,1,1,111,Dormant
CUST01340,76,1,624.33,3,1,1,311,Potential Loyalist
CUST01341,38,1,395.13,4,1,1,411,Potential Loyalist
CUST01342,84,3,2125.98,3,3,3,333,Potential Loyalist
CUST01343,4,6,3668.71,5,5,4,554,Champion
CUST01344,395,1,1054.04,1,1,2,112,Dormant
CUST01345,38,1,2465.11,4,1,3,413,Potential Loyalist
CUST01346,38,10,6605.54,4,5,5,455,Champion
CUST01347,128,1,316.63,2,1,1,211,Dormant
CUST01348,140,4,2160.61,2,4,3,243,At Risk
CUST01349,83,2,2446.67,3,2,3,323,Potential Loyalist
CUST01350,190,2,1242.73,1,2,2,122,Dormant
CUST01351,30,1,542.87,4,1,1,411,Potential Loyalist
CUST01352,123,7,5877.57,2,5,5,255,Loyal Customer
CUST01353,73,1,597.26,3,1,1,311,Potential Loyalist
CUST01354,2,2,1041.99,5,2,2,522,Potential Loyalist
CUST01355,88,1,547.04,2,1,1,211,Dormant
CUST01356,42,2,1149.21,4,2,2,422,Potential Loyalist
CUST01357,126,6,4681.22,2,5,5,255,Loyal Customer
CUST01358,18,1,862.52,5,1,2,512,Potential Loyalist
CUST01359,106,5,3628.17,2,4,4,244,Loyal Customer
CUST01360,160,8,12310.69,1,5,5,155,Loyal Customer
CUST01361,5,1,805.77,5,1,2,512,Potential Loyalist
CUST01362,80,4,2803.19,3,4,4,344,Loyal Customer
CUST01363,83,4,3031.55,3,4,4,344,Loyal Customer
CUST01364,148,1,1261.0,1,1,2,112,Dormant
CUST01365,247,2,749.98,1,2,1,121,Dormant
CUST01366,98,6,3862.08,2,5,4,254,Loyal Customer
CUST01367,56,1,363.62,3,1,1,311,Potential Loyalist
CUST01368,308,1,498.64,1,1,1,111,Dormant
CUST01369,24,1,477.43,4,1,1,411,Potential Loyalist
CUST01370,161,3,3575.2599999999998,1,3,4,134,At Risk
CUST01371,8,2,2334.49,5,2,3,523,Potential Loyalist
CUST01372,71,1,366.8,3,1,1,311,Potential Loyalist
CUST01373,45,1,291.54,4,1,1,411,Potential Loyalist
CUST01374,88,1,282.0,2,1,1,211,Dormant
CUST01375,64,3,2044.1399999999999,3,3,3,333,Potential Loyalist
CUST01376,34,1,541.57,4,1,1,411,Potential Loyalist
CUST01377,9,1,387.27,5,1,1,511,Potential Loyalist
CUST01378,117,1,348.74,2,1,1,211,Dormant
CUST01379,186,1,2392.34,1,1,3,113,Dormant
CUST01380,44,5,2855.06,4,4,4,444,Champion
CUST01381,2,8,5555.42,5,5,5,555,Champion
CUST01382,4,3,1589.74,5,3,3,533,Potential Loyalist
CUST01383,13,4,2106.63,5,4,3,543,Potential Loyalist
CUST01384,145,6,7520.42,2,5,5,255,Loyal Customer
CUST01385,0,5,2613.37,5,4,4,544,Champion
CUST01386,14,6,7173.83,5,5,5,555,Champion
